40000 100000
2 18239 37246
2 6568 23298
2 994 8488
2 14966 6536
2 5636 24124
2 9381 39091
2 2249 14827
2 9457 29995
2 19477 7566
2 559 5673
2 37361 39806
2 17971 2777
2 34292 2907
2 27831 30610
2 25143 16920
2 36479 12238
2 1710 1838
2 2218 16869
2 12993 22958
2 39470 18591
2 7914 36896
2 4585 33439
2 24038 33063
2 21007 29377
2 20054 14107
2 6712 29360
2 4104 19656
2 23811 30011
2 30870 28979
2 2572 13677
2 37637 39944
2 19425 24920
2 21827 28086
2 22378 27598
2 34622 33888
2 29499 11120
2 32121 8865
2 18765 13703
2 38997 13392
2 35090 692
2 7669 28398
2 27786 24689
2 11242 38504
2 27515 35146
2 23121 31143
2 13118 35972
2 487 32560
2 474 27541
2 17896 7496
2 39660 3695
2 14316 38849
2 18416 12041
2 31014 785
2 32785 3209
2 9085 6907
2 27971 13317
2 31397 27618
2 71 28811
2 38788 16127
2 10488 35733
2 35707 5873
2 33876 27050
2 11156 29216
2 18678 39891
2 26603 8221
2 38645 16956
2 36169 14328
2 24427 10295
2 36890 6453
2 33915 13413
2 13181 18604
2 6116 20611
2 37515 8656
2 37597 33327
2 7247 31534
2 7860 30230
2 2188 30217
2 25303 25740
2 22280 1552
2 17805 1071
2 7613 24100
2 15609 35660
2 31365 9152
2 12957 9797
2 37213 20838
2 37063 6058
2 26893 18281
2 28713 29484
2 1669 2770
2 31354 9005
2 16177 32362
2 19380 7284
2 28492 35882
2 34447 29738
2 3394 22720
2 26801 11327
2 9971 34112
2 26492 26757
2 14907 13104
2 14782 25291
2 34471 1533
2 23414 36348
2 37235 4499
2 18587 12786
2 36179 32844
2 219 22110
2 24838 24168
2 13504 15557
2 17064 6767
2 5743 5976
2 29534 31093
2 15232 5178
2 39440 30501
2 29192 4922
2 24590 33749
2 26064 17097
2 521 35747
2 11901 16799
2 3756 22069
2 11023 30042
2 35610 5640
2 23332 33952
2 13067 25320
2 34782 24975
2 2797 18375
2 21170 32905
2 10998 22405
2 3295 29135
2 13149 24924
2 8491 4911
2 34843 7159
2 12725 14231
2 23984 22405
2 2752 26762
2 38608 13287
2 18408 38911
2 34009 2041
2 15469 38307
2 1214 12253
2 25863 16347
2 18034 23725
2 28176 32916
2 1374 15342
2 27707 32311
2 20702 29581
2 10747 22019
2 24646 39631
2 24103 35983
2 26337 17521
2 14652 8617
2 27367 19477
2 32977 37901
2 1069 33566
2 10426 16255
2 29897 14847
2 21906 1881
2 11901 31923
2 1995 35773
2 21583 7270
2 9085 35885
2 29020 24564
2 37088 21328
2 19386 38302
2 1092 23437
2 10432 7582
2 33688 4669
2 29315 9517
2 25364 15780
2 22532 19413
2 32180 36630
2 8619 7056
2 9065 18640
2 22986 9544
2 17186 20692
2 26043 12579
2 23903 38329
2 13914 20362
2 5429 30519
2 13630 7862
2 25133 634
2 12746 29372
2 34272 33469
2 8541 1336
2 14883 21388
2 30337 15805
2 13994 26562
2 23509 5001
2 9197 12312
2 30730 7785
2 22750 32414
2 9753 15519
2 37180 17545
2 27923 26332
2 16504 32679
2 28181 26106
2 4970 25532
2 4199 1331
2 35617 34064
2 2398 37290
2 38389 8532
2 30068 36009
2 17134 39703
2 15039 906
2 3279 9652
2 19234 11349
2 35031 39699
2 26372 8892
2 38619 9486
2 9640 29558
2 19576 29093
2 13212 3117
2 12706 39982
2 11891 35063
2 36180 31450
2 21552 27838
2 35055 35976
2 24590 23265
2 27948 8197
2 27818 18580
2 33492 16996
2 37791 15557
2 32221 1428
2 35986 34510
2 39986 21386
2 5287 37571
2 642 29332
2 30212 19897
2 19952 32556
2 12963 29425
2 35671 18883
2 6483 21694
2 22503 681
2 28307 33493
2 8659 19908
2 17267 13176
2 23511 38769
2 18131 39069
2 17173 15466
2 5322 19162
2 32752 34547
2 39113 29937
2 31093 26158
2 12554 9592
2 32734 13178
2 10937 27938
2 37362 12054
2 6040 3220
2 35420 20684
2 29341 3518
2 2596 28236
2 20682 33681
2 31363 20144
2 28689 2115
2 4724 26709
2 573 27422
2 14578 29076
2 22761 7705
2 22273 29806
2 14891 29340
2 4481 31116
2 26303 2401
2 24150 28032
2 6967 17407
2 20686 18653
2 34892 32174
2 25414 17614
2 4717 13482
2 13882 26843
2 4223 28075
2 25267 37653
2 8218 28770
2 32723 35769
2 12742 17352
2 7328 15054
2 13244 32091
2 18012 24445
2 1833 6157
2 10417 28991
2 10547 16946
2 30763 33126
2 20733 16018
2 35284 23782
2 30625 2905
2 6204 37997
2 9961 10761
2 1634 25226
2 18145 1769
2 24681 2456
2 17113 7212
2 17434 10869
2 30459 11799
2 24933 34203
2 10928 913
2 5567 37224
2 33399 8574
2 34827 34389
2 24314 11550
2 34492 15253
2 7875 38785
2 30736 37718
2 37036 36727
2 18128 15245
2 740 9918
2 6048 16606
2 29058 16894
2 4418 32322
2 7549 25404
2 16069 15219
2 32694 2165
2 8613 23874
2 39656 14102
2 15384 26640
2 10815 28359
2 24132 18298
2 12534 11634
2 5571 9975
2 22211 27037
2 36935 24164
2 36549 21367
2 4174 9390
2 17273 11464
2 1260 20813
2 13213 33591
2 34550 14663
2 1135 13165
2 88 23870
2 31596 25036
2 32488 37727
2 22214 14865
2 1482 11501
2 20220 27495
2 19624 12539
2 16234 28573
2 1351 25194
2 19768 9543
2 23635 8038
2 1150 32566
2 34400 13808
2 29913 7034
2 18598 21493
2 24270 36387
2 11013 7348
2 33873 13848
2 13692 4190
2 35168 3751
2 18866 2213
2 902 32926
2 26964 9117
2 33840 28328
2 26289 38369
2 15324 31459
2 723 13655
2 5687 5893
2 14761 4331
2 24655 15558
2 4069 24374
2 31088 19018
2 24757 31609
2 18452 8729
2 20673 2419
2 31220 4281
2 20108 30454
2 7345 10617
2 17727 19772
2 17349 38774
2 11318 25462
2 3811 16919
2 2128 28494
2 14127 36285
2 32141 16198
2 31765 29367
2 1435 18711
2 27569 39046
2 4111 36463
2 28141 36407
2 39625 13063
2 9992 19676
2 25574 24702
2 27484 8495
2 37625 36000
2 33577 2712
2 33675 14793
2 28724 5779
2 7952 31046
2 5262 19885
2 29002 30544
2 17027 38880
2 28009 11853
2 18614 21509
2 20077 3694
2 32052 16558
2 37220 4768
2 8946 26271
2 18992 16768
2 21078 18255
2 17844 22540
2 5474 39765
2 8338 37624
2 28668 10047
2 13001 639
2 25179 35706
2 23939 2500
2 39928 13299
2 15047 10424
2 38415 15030
2 5465 17276
2 38361 4997
2 33074 30310
2 33335 4887
2 18436 30435
2 36731 37118
2 14537 25320
2 29020 30466
2 18341 9324
2 39869 25498
2 37892 21122
2 10796 28565
2 39081 13507
2 28353 38291
2 12283 20211
2 13085 14590
2 37562 17371
2 38956 21412
2 34974 23987
2 25153 4254
2 26220 36503
2 18407 27157
2 19175 26080
2 9891 13958
2 39440 5524
2 4794 30439
2 34824 31880
2 703 28726
2 34705 15002
2 21794 30369
2 5737 29141
2 7736 31023
2 33791 33350
2 11737 37721
2 30520 21830
2 12055 26461
2 6519 19249
2 35410 39536
2 14975 31600
2 32854 34151
2 27074 28397
2 13087 37983
2 8928 34667
2 32035 6246
2 33613 27294
2 19722 11150
2 5164 18120
2 5178 10231
2 11378 781
2 21731 32010
2 24178 11035
2 17867 4114
2 18417 4435
2 27721 23010
2 31723 31953
2 29559 14839
2 16478 21525
2 38585 30240
2 29836 13324
2 37837 38222
2 31313 4383
2 5762 35897
2 23703 3675
2 15223 359
2 10388 19455
2 20344 20674
2 35269 21963
2 30342 233
2 26417 20401
2 36570 19309
2 33704 19181
2 8798 17331
2 31323 3468
2 25441 8681
2 12544 18190
2 10237 26629
2 1338 10481
2 19677 15926
2 39600 17441
2 22549 11926
2 14688 24914
2 13063 9763
2 35579 5246
2 5800 23807
2 39213 4496
2 16734 39713
2 22939 28333
2 8982 7173
2 17903 19964
2 4991 27012
2 3956 12100
2 1070 38802
2 29815 13934
2 22236 30025
2 32441 33863
2 21379 11409
2 39986 6652
2 2231 37704
2 19047 24852
2 11234 10994
2 11233 11050
2 27678 15133
2 11545 26451
2 4696 22832
2 20735 34695
2 27135 25921
2 36044 34855
2 18386 26515
2 39234 2810
2 17998 35874
2 38908 20903
2 35384 11174
2 35683 12899
2 19799 28878
2 1388 21984
2 31004 1936
2 34974 8321
2 39066 13504
2 29025 11426
2 39609 35599
2 4094 5684
2 18937 25363
2 16867 34325
2 6504 1425
2 22626 36190
2 29727 8969
2 28717 22946
2 7972 17853
2 35071 13900
2 4578 34552
2 34155 37367
2 34980 22470
2 36760 18298
2 13113 4559
2 1094 24042
2 2273 27409
2 12251 36666
2 38493 8546
2 13392 39252
2 18436 5279
2 21954 24785
2 26438 3652
2 34346 19905
2 18584 12102
2 38617 17399
2 24029 36648
2 22771 33904
2 13827 28281
2 14876 29909
2 13911 21946
2 10145 12951
2 505 10878
2 10784 921
2 15780 30412
2 15659 29638
2 29382 18571
2 35815 23532
2 5380 6820
2 2750 15747
2 8164 21165
2 36658 12150
2 3777 8590
2 12930 35614
2 37899 25230
2 10021 7720
2 35571 13373
2 17799 3553
2 10754 27420
2 17269 7393
2 26122 25431
2 12223 21141
2 26151 18880
2 10799 8392
2 17970 24007
2 8928 24407
2 21171 39460
2 10654 31543
2 15072 22746
2 14102 34407
2 39478 10485
2 16717 34900
2 14993 29771
2 23662 31824
2 36273 13712
2 31853 3070
2 11773 5336
2 35239 24725
2 9824 14462
2 7717 21696
2 2288 14589
2 34724 12678
2 18503 11442
2 34940 2847
2 36526 32237
2 18560 39903
2 30217 14508
2 26292 8902
2 30591 31278
2 30121 34890
2 34043 13671
2 10235 2945
2 35676 31970
2 14613 9906
2 27266 1255
2 25037 22425
2 14999 32405
2 21406 26913
2 35918 81
2 28386 36401
2 16097 21442
2 26643 29874
2 14420 29218
2 17913 17859
2 24935 8163
2 52 31661
2 32881 7598
2 11639 8808
2 24135 23282
2 35233 4204
2 3704 1034
2 7110 9738
2 37250 33108
2 14014 18040
2 1123 6543
2 8146 32975
2 30406 8964
2 18073 22271
2 33629 19428
2 36644 29118
2 10791 27662
2 15923 13019
2 20476 36734
2 392 10382
2 19175 1249
2 32930 989
2 32404 28946
2 31787 32689
2 8169 14961
2 37864 32045
2 39805 12253
2 32301 18202
2 9710 12823
2 5577 842
2 31698 19890
2 17854 19380
2 31774 10851
2 3822 31330
2 36800 1154
2 33563 31259
2 1699 38114
2 25880 11208
2 18528 15026
2 31283 21241
2 19200 17410
2 31777 37812
2 31543 25072
2 12764 28500
2 33362 21830
2 30592 8614
2 31330 8182
2 27195 32358
2 10128 17724
2 33471 16044
2 23421 32517
2 20027 17759
2 11390 8247
2 27089 6518
2 33737 26375
2 15715 9144
2 5026 14852
2 19384 16175
2 23238 5288
2 345 14002
2 25029 11634
2 5174 30228
2 36119 25772
2 19256 24343
2 35708 5458
2 35147 32580
2 13272 8312
2 18152 39633
2 35942 10295
2 35194 20508
2 30924 6441
2 16509 32862
2 4563 31941
2 14897 21093
2 26538 22228
2 31983 34658
2 26873 34386
2 10336 13233
2 33833 27513
2 9503 3272
2 12900 14375
2 23788 30110
2 11442 38527
2 23785 38568
2 28259 13929
2 13843 15275
2 10783 22843
2 21910 22696
2 26898 33464
2 35843 38972
2 32358 39249
2 131 11018
2 3359 39769
2 31914 35981
2 898 18210
2 22154 30605
2 2151 2064
2 9748 2417
2 30457 17360
2 32031 9376
2 27668 30736
2 19662 13148
2 1553 5397
2 17554 36600
2 3547 7518
2 4407 35257
2 37550 8121
2 11689 37344
2 27036 21183
2 33992 37215
2 11751 9080
2 16453 22088
2 33746 5783
2 6578 2860
2 25362 4747
2 21720 35529
2 28935 10920
2 18377 35611
2 34863 29006
2 30694 14055
2 21977 33998
2 27633 4887
2 52 4200
2 26822 16802
2 3855 13855
2 26468 36727
2 21067 31979
2 12451 15341
2 6198 7069
2 15735 34091
2 23371 12383
2 7982 29885
2 25379 14242
2 16143 28034
2 33432 2690
2 33744 21767
2 28250 36062
2 8377 33623
2 12075 21507
2 2163 25995
2 32806 31553
2 23150 24295
2 24181 180
2 29927 12438
2 23284 24481
2 26706 24172
2 37926 5475
2 29906 15998
2 37373 33703
2 27583 18086
2 21484 24684
2 7569 23166
2 25968 5815
2 2736 3919
2 1990 27165
2 32786 37699
2 3074 36330
2 38986 31046
2 12654 5212
2 6039 21257
2 8637 9532
2 16487 11750
2 29936 31764
2 10748 126
2 7706 13586
2 31479 27494
2 33463 15683
2 1946 12260
2 35950 35624
2 29326 34239
2 20956 25625
2 19350 11693
2 33174 7912
2 19578 18975
2 451 336
2 10893 27093
2 29932 1557
2 17248 10059
2 32942 37276
2 38753 36063
2 24238 7748
2 27751 10428
2 21803 7356
2 31550 29930
2 25383 11731
2 3372 11227
2 30376 39706
2 20517 23614
2 29534 25308
2 20702 1374
2 9823 37990
2 23187 33852
2 18373 14043
2 20476 25298
2 22083 23105
2 29648 30877
2 24729 1431
2 18077 17846
2 20195 28755
2 20212 1628
2 30177 18410
2 8357 21723
2 37823 11253
2 18782 1149
2 24639 27273
2 28671 30840
2 32554 23227
2 3086 32617
2 5469 36320
2 6634 22907
2 7431 9946
2 13694 19317
2 29329 3506
2 22611 16579
2 1237 3358
2 7701 13672
2 36057 950
2 22692 20121
2 22020 37067
2 20312 39650
2 8939 18113
2 27550 15224
2 38701 5644
2 34108 35728
2 31163 23011
2 24346 28061
2 9947 3748
2 27638 19483
2 13889 28042
2 17315 37567
2 636 25178
2 34287 3734
2 11059 29792
2 818 13146
2 20612 29837
2 2552 16725
2 38593 13064
2 2721 14678
2 27172 10270
2 15090 34875
2 37617 17320
2 20510 37610
2 8665 31362
2 5970 23526
2 9807 12253
2 26057 31726
2 14118 38569
2 17242 25094
2 14 3033
2 32979 21684
2 17076 35772
2 12578 4651
2 2861 33805
2 22868 25620
2 8928 8684
2 23880 23685
2 26356 4844
2 4214 38549
2 20246 2167
2 1379 19976
2 21855 26674
2 13742 19989
2 11528 24814
2 13962 28705
2 14304 20280
2 4227 5927
2 20133 33937
2 38827 21042
2 17524 11987
2 34006 29973
2 37610 38262
2 38031 17355
2 17424 20500
2 1141 31376
2 35276 7248
2 13955 31921
2 12978 21157
2 23788 9752
2 33350 33884
2 24341 4849
2 5541 28372
2 29788 27634
2 3798 34419
2 27702 35384
2 39362 7148
2 33783 5874
2 19316 18355
2 1201 14065
2 27855 36647
2 38198 14870
2 32156 37606
2 26034 2472
2 29567 9597
2 30572 34139
2 31598 37135
2 5945 29316
2 25191 9109
2 28537 14147
2 13990 16601
2 25538 33265
2 16349 33332
2 38450 28328
2 17686 3215
2 8561 16309
2 34969 9882
2 6217 2415
2 6583 2876
2 36952 4690
2 126 31594
2 14143 30813
2 25971 14112
2 16745 6616
2 5715 8479
2 11063 17056
2 30137 26806
2 24608 13724
2 27748 19179
2 12723 22156
2 35048 918
2 37660 34855
2 35475 16072
2 1810 17365
2 1744 22818
2 33731 4452
2 34662 4140
2 28867 13971
2 37869 32257
2 3439 10233
2 16100 5602
2 29756 15383
2 3617 35547
2 23258 30019
2 5754 18485
2 3116 2035
2 24242 33479
2 6071 38729
2 12277 35805
2 19003 16979
2 26245 7475
2 9502 19153
2 24276 13425
2 10348 12214
2 14563 30226
2 23925 24613
2 15950 35865
2 28013 19807
2 1077 8965
2 13320 38655
2 23006 36996
2 34984 6904
2 27793 25946
2 21689 28505
2 11317 20279
2 1460 33122
2 5001 35122
2 6179 20979
2 9997 32974
2 9667 7847
2 28969 11184
2 18012 35854
2 28322 18536
2 9002 314
2 16457 15003
2 28871 14474
2 30677 13196
2 1414 5844
2 30081 5112
2 33150 26704
2 16033 8204
2 25215 7568
2 5624 25676
2 37009 7695
2 35401 18193
2 7548 27733
2 39591 22543
2 37558 34020
2 10915 1827
2 7884 37419
2 36810 26710
2 25823 29041
2 22982 2567
2 37459 6990
2 12063 7400
2 5822 39656
2 12260 19791
2 3130 32854
2 34853 3491
2 30153 9652
2 14894 8893
2 15276 4266
2 5085 39374
2 30796 29678
2 39831 23172
2 13857 34118
2 32880 30210
2 23085 35050
2 27843 9275
2 35599 24979
2 10617 36466
2 8882 37059
2 39917 9658
2 33315 15243
2 31973 8373
2 22690 5779
2 33637 2739
2 37235 20810
2 6647 1918
2 37277 31623
2 18125 28845
2 23648 38125
2 5653 35304
2 25267 37454
2 24243 23073
2 17897 18334
2 4652 32988
2 6927 16349
2 35599 18852
2 8414 6941
2 3596 19291
2 17687 2266
2 11838 39042
2 33493 1045
2 8797 32472
2 17004 13533
2 20706 9406
2 20127 25034
2 26812 10908
2 4780 39855
2 20811 20899
2 13865 37492
2 23195 28192
2 15448 30295
2 34265 10123
2 25095 28916
2 29219 22012
2 14927 32848
2 13905 5542
2 22429 20938
2 10920 11466
2 31035 13746
2 13167 8910
2 20434 8950
2 20616 5123
2 20882 4445
2 7727 17823
2 37886 34122
2 2517 5395
2 20765 18753
2 26202 23205
2 18842 17916
2 8069 24581
2 25860 23964
2 29128 30127
2 14884 678
2 23868 36880
2 38512 23735
2 29123 27586
2 38657 22347
2 27606 26187
2 18151 404
2 26765 32344
2 24256 27493
2 26270 14485
2 19437 29614
2 12729 1348
2 7293 19354
2 12866 13558
2 29188 3764
2 37377 20785
2 25529 19784
2 29628 652
2 21957 38011
2 38281 8259
2 38009 34124
2 12475 17639
2 35593 3785
2 23140 1542
2 17183 6921
2 5402 14183
2 27334 10070
2 27469 8098
2 13575 29655
2 14293 23370
2 10863 2405
2 22955 37842
2 31 17475
2 13838 5672
2 37556 10482
2 6811 8343
2 22982 7061
2 4296 29728
2 25289 23625
2 2467 34650
2 32229 22826
2 24057 39431
2 26656 21672
2 37047 2331
2 28024 975
2 28376 34503
2 34664 22428
2 19986 17886
2 19493 29890
2 19804 21412
2 25501 7407
2 10410 26643
2 29479 5709
2 37502 31916
2 18932 20890
2 26953 27130
2 18559 16706
2 11806 31192
2 8252 15863
2 16104 13329
2 403 5335
2 16803 35783
2 24014 23764
2 32788 18880
2 5710 23307
2 31256 24765
2 17280 5382
2 32623 7939
2 282 15585
2 7127 1080
2 16580 21367
2 16655 9420
2 5138 9645
2 8836 32864
2 4145 29708
2 23843 31444
2 23683 22433
2 28604 17245
2 25775 22900
2 10576 15934
2 28762 29163
2 28392 33245
2 29681 2932
2 10468 19882
2 38488 31514
2 38268 14506
2 16322 19378
2 9752 6530
2 26194 1397
2 27160 18094
2 28784 28552
2 17550 16442
2 38673 12748
2 26817 27567
2 11570 15178
2 11762 25013
2 25150 37847
2 38299 7962
2 3741 8300
2 5353 27839
2 11122 34926
2 19624 25287
2 30418 5377
2 38511 8675
2 9259 6063
2 19050 13734
2 287 38196
2 24938 19896
2 23114 23559
2 38174 28273
2 19309 9351
2 5342 21977
2 20489 3455
2 20204 2461
2 19505 25667
2 24017 29983
2 33894 20613
2 31287 4882
2 7759 22064
2 25993 32292
2 33660 15040
2 9264 12495
2 16589 18841
2 25805 27117
2 24124 20124
2 7961 26267
2 25914 39281
2 32496 34554
2 2365 4466
2 7764 35929
2 27067 7617
2 39411 36350
2 24696 4236
2 30015 28735
2 4959 30657
2 344 14148
2 27133 35149
2 23530 25474
2 25973 37368
2 31685 4092
2 36051 29352
2 8763 7655
2 4573 3512
2 3482 4498
2 32961 28598
2 38865 5219
2 32672 11858
2 7833 11752
2 33589 35375
2 26844 31133
2 24780 12220
2 30004 25182
2 22966 9768
2 35441 23275
2 19918 14217
2 36965 1669
2 15477 8785
2 22778 35130
2 12049 34019
2 32428 3006
2 13519 14573
2 19471 22431
2 26750 10691
2 34439 23037
2 4291 6278
2 24031 17718
2 10013 6025
2 1975 21988
2 19363 33538
2 17946 27317
2 32073 23268
2 13221 20682
2 37219 22846
2 1484 23819
2 9648 38484
2 6114 39929
2 7964 23618
2 29177 11641
2 22999 27183
2 16338 18825
2 12468 25485
2 18139 3138
2 35150 13125
2 2493 3955
2 33002 37733
2 17141 27618
2 27090 4807
2 2457 6313
2 12568 31394
2 25626 1423
2 23906 4822
2 26350 17455
2 28794 11175
2 5263 23737
2 9049 39821
2 23226 38971
2 35436 25844
2 38404 14439
2 31310 15605
2 89 6550
2 32504 12621
2 7656 16739
2 20556 35360
2 25802 37219
2 19932 697
2 38321 15379
2 2116 19393
2 15152 23704
2 6439 15852
2 18266 17130
2 21730 37992
2 38429 2106
2 33553 35056
2 15122 13932
2 31551 16453
2 1358 1635
2 5039 2205
2 6569 37856
2 3852 32536
2 35746 26617
2 2523 29650
2 12033 3325
2 29140 27672
2 34608 8606
2 38441 24402
2 12056 8785
2 7975 20887
2 12861 34899
2 36251 10860
2 22753 17273
2 6165 19057
2 15262 16768
2 27176 27284
2 6758 39298
2 19971 28739
2 12822 29263
2 706 9284
2 39038 23901
2 29134 16828
2 39857 6337
2 12441 14284
2 24701 27293
2 29186 13311
2 803 28053
2 17261 25670
2 4990 25812
2 20726 29541
2 35383 29064
2 498 11194
2 1741 22022
2 7120 26900
2 9740 22794
2 38494 33329
2 2603 24155
2 37824 25973
2 28574 12217
2 25846 38401
2 23237 17414
2 38645 27159
2 15995 13977
2 21971 10184
2 19194 27865
2 37611 37823
2 37119 27279
2 3029 32609
2 7433 31675
2 31513 8663
2 7394 34381
2 34477 21179
2 284 30831
2 27186 36869
2 15227 11951
2 39600 5390
2 13570 30845
2 32907 26778
2 30506 19048
2 2838 20095
2 28562 13926
2 27506 20426
2 33215 6065
2 9485 19911
2 17850 38483
2 7876 9759
2 20905 5163
2 35976 37323
2 4269 4256
2 34238 39060
2 24083 29561
2 28460 38559
2 11634 3476
2 37068 6845
2 1775 24009
2 38071 10229
2 19071 7000
2 34427 16269
2 16358 10043
2 6502 39669
2 7574 24454
2 6333 23977
2 37506 37329
2 28318 4609
2 6156 17058
2 30554 23209
2 13318 2285
2 11991 32072
2 10600 16598
2 10402 18749
2 28148 25446
2 7471 26850
2 12191 37103
2 15146 33792
2 39877 26870
2 16334 19059
2 19495 7093
2 31503 34604
2 2014 36943
2 2717 29527
2 18303 7945
2 2523 4357
2 34105 16914
2 11059 8659
2 10490 18253
2 3400 18240
2 33186 29287
2 4384 4044
2 25809 35181
2 5713 36994
2 22773 39970
2 39039 6901
2 11584 15398
2 14136 24277
2 12191 27949
2 6945 1119
2 22957 33907
2 23625 18797
2 23743 10116
2 3521 10428
2 23160 17279
2 7674 28450
2 22655 10261
2 1269 18710
2 28952 5326
2 28236 11596
2 26092 33996
2 27985 3859
2 39158 24828
2 6686 29855
2 29050 22062
2 285 22067
2 33193 19112
2 7316 36297
2 38330 21105
2 21404 10156
2 6966 21888
2 21099 31081
2 14264 27459
2 7793 35364
2 31528 28727
2 7219 20715
2 20358 39617
2 23035 5740
2 9985 34454
2 27385 29792
2 35221 23449
2 28595 30499
2 18163 11384
2 21945 4747
2 6535 39315
2 24769 27336
2 2993 820
2 22067 29017
2 11464 31855
2 29293 13183
2 29349 14185
2 22128 8573
2 27429 36896
2 29125 21169
2 928 27836
2 15686 34146
2 3058 1706
2 10459 39473
2 5133 20223
2 7378 23538
2 24014 19223
2 26135 11067
2 38221 33283
2 23695 31710
2 25841 28416
2 19884 34877
2 25037 27687
2 15630 3920
2 32205 553
2 7561 30494
2 24894 35785
2 19157 2263
2 7445 12815
2 1182 19507
2 38185 27913
2 3083 1368
2 8964 23241
2 23161 10663
2 32699 20660
2 13477 19952
2 17407 27142
2 35013 21810
2 23125 8592
2 3048 15811
2 19236 9315
2 27990 29309
2 36174 21019
2 9770 18505
2 30922 2056
2 25090 7434
2 33254 36412
2 33153 20326
2 31135 27178
2 32077 8437
2 33399 18058
2 21929 7870
2 8024 8100
2 4396 30449
2 28226 8584
2 14708 11028
2 22189 18680
2 25986 34620
2 39660 10982
2 13799 5969
2 14470 33205
2 8867 2938
2 15849 33962
2 11343 22347
2 5569 5906
2 11426 15338
2 29631 35472
2 18806 17588
2 26403 5491
2 36496 39089
2 34906 22063
2 22850 32115
2 23453 541
2 28451 28247
2 37860 2548
2 22807 15096
2 7700 20603
2 8934 21093
2 34310 8193
2 3799 26550
2 32785 34729
2 21940 27814
2 34664 3615
2 36762 33265
2 2093 6842
2 15941 29796
2 14985 32027
2 3392 30111
2 39267 1090
2 23087 17662
2 18009 33004
2 13896 16271
2 29142 3922
2 32214 3590
2 27761 8529
2 37732 9496
2 6375 24251
2 4012 19899
2 7078 36545
2 4331 37260
2 6309 22438
2 4915 14995
2 32747 39324
2 16396 11396
2 18949 30812
2 4363 14358
2 24266 13911
2 15756 8378
2 22491 5354
2 10328 36931
2 10803 18432
2 7953 16638
2 19033 22491
2 20827 38150
2 32099 16217
2 36269 29435
2 24961 37846
2 8677 25778
2 33622 22407
2 8778 14098
2 3046 36474
2 8659 12137
2 37128 17366
2 7456 6082
2 36864 32997
2 4366 23376
2 21054 3860
2 8619 37804
2 6039 31415
2 2080 30406
2 27077 29447
2 18039 31949
2 6541 18580
2 23104 13651
2 8077 3488
2 19425 14104
2 17582 10582
2 36395 26786
2 2229 9065
2 30405 724
2 34177 3073
2 35233 20584
2 38527 35371
2 777 5755
2 16873 32417
2 16562 3867
2 14814 29041
2 33138 28487
2 12368 14942
2 36280 1772
2 3141 23077
2 5351 37163
2 8717 29914
2 6399 23728
2 13711 9663
2 4896 35317
2 1335 24292
2 12273 32170
2 35326 9404
2 2627 8758
2 25038 9086
2 16819 6576
2 12245 17281
2 38884 18071
2 37687 17115
2 6819 37896
2 5287 26684
2 37834 3223
2 13003 32295
2 19234 38571
2 32489 25326
2 465 33439
2 8920 14702
2 39308 6415
2 36844 10958
2 33238 32608
2 20525 28429
2 28585 20025
2 11481 19227
2 6376 28553
2 1013 31456
2 18687 36701
2 37310 12493
2 36964 24266
2 24159 33625
2 31903 5761
2 19836 3908
2 11293 18044
2 37113 26270
2 17523 7873
2 12289 15540
2 21890 16548
2 36012 35225
2 26288 3575
2 20154 2545
2 36325 16959
2 13066 34659
2 35907 19558
2 12748 23038
2 13783 27601
2 31736 9607
2 9453 23527
2 14064 13103
2 28266 15623
2 30337 14077
2 28786 6089
2 6216 26528
2 1024 16926
2 29743 21080
2 3279 14714
2 14586 33481
2 7189 38334
2 32466 9876
2 4174 19496
2 31151 3958
2 27781 23489
2 16560 5550
2 39258 36200
2 34143 26738
2 27303 5094
2 39631 11477
2 33587 12183
2 13722 11101
2 6818 25507
2 6089 33638
2 37697 34832
2 18715 30800
2 7810 11533
2 19861 2004
2 12806 36418
2 17168 22440
2 27426 31980
2 33155 9660
2 3522 5462
2 34142 10885
2 7259 25985
2 34358 23156
2 3128 19961
2 21655 12753
2 34536 4150
2 20587 32773
2 25384 3208
2 33617 15764
2 3742 33898
2 24682 37507
2 11612 1031
2 16125 21194
2 25766 1520
2 36053 1784
2 34180 39529
2 16336 33999
2 24863 13822
2 5890 28075
2 39398 1950
2 8133 24520
2 23686 28655
2 16158 30854
2 35023 36273
2 15203 11159
2 20087 30525
2 21209 27958
2 616 6225
2 6807 2502
2 3428 30388
2 25406 785
2 32937 29532
2 2279 13716
2 30643 18886
2 2214 34747
2 24724 38366
2 35330 32000
2 6597 6532
2 10826 36201
2 32209 38833
2 919 15639
2 25341 12751
2 39400 30791
2 25253 3095
2 39794 795
2 22574 28658
2 20168 18545
2 2930 28988
2 15942 16061
2 9499 28326
2 26663 18643
2 34958 24816
2 35513 30394
2 11141 29751
2 7574 14370
2 5613 13852
2 5905 19169
2 24154 9847
2 2163 14318
2 14083 35107
2 9267 27722
2 19484 18829
2 35365 16298
2 4439 7217
2 24347 15387
2 5103 35149
2 18696 29995
2 37873 35117
2 1555 19608
2 25304 4820
2 16877 13686
2 37115 30407
2 12674 36335
2 27944 7576
2 39028 23132
2 14141 39061
2 3839 38644
2 30756 36792
2 4598 31983
2 23495 23710
2 27907 6619
2 35614 1140
2 31541 10172
2 8385 12930
2 36827 8164
2 8025 36880
